    n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time, bucket_cmp, bucket_swaps, bucket_time, heap_cmp, heap_swaps, heap_time
    0,             0,               0,              1,         0,           0,          1,          0,            0,           0,        0,          0,         0
    1,             0,               0,              0,         0,           0,          0,          1,            1,         191,        0,          1,         2
    2,             1,               0,              0,         1,           0,          0,          2,            2,          57,        1,          3,         0
    3,             2,               0,              0,         3,           0,          6,          3,            3,          56,        3,          5,         1
    4,             5,               3,              0,         5,           2,          4,          4,            4,          61,        6,          6,         1
    5,             7,               4,              0,         8,           2,          0,          5,            5,          58,       10,          9,         0
    6,            12,               9,              0,        10,           4,          0,          6,            6,          48,       16,         14,         4
    7,            18,              15,              0,        13,           7,          0,          7,            7,          53,       21,         16,         1
    8,            25,              21,              0,        16,           9,          0,          8,            8,          61,       25,         18,         1
    9,            28,              23,              0,        20,           8,          1,          9,            9,          71,       31,         22,         1
   10,            35,              29,              0,        23,          10,          0,         10,           10,          66,       39,         28,         1
   11,            36,              29,              0,        28,           9,          0,         11,           11,          70,       47,         34,         1
   12,            46,              38,              0,        31,          12,          0,         12,           12,          70,       53,         35,         1
   13,            50,              41,              0,        35,          16,          0,         13,           13,         100,       59,         40,         1
   14,            56,              46,              0,        40,          18,          1,         14,           14,          77,       63,         43,         1
   15,            60,              49,              0,        44,          22,          1,         15,           15,          80,       68,         46,         1
   16,            69,              57,              0,        48,          26,          0,         16,           16,         221,       80,         54,         1
   17,            72,              59,              0,        53,          22,          1,         17,           17,         166,       90,         60,         2
   18,            87,              73,              1,        57,          27,          7,         18,           18,         147,       97,         64,         2
   19,            97,              82,              0,        62,          28,          1,         19,           19,         221,      103,         67,         2
   20,           101,              85,              1,        66,          31,          2,         20,           20,         110,      111,         74,         2
   21,           112,              95,              1,        71,          30,          1,         21,           21,         117,      119,         76,         2
   22,           113,              95,              0,        77,          27,          1,         22,           22,         337,      129,         86,         2
   23,           116,              97,              0,        79,          31,          1,         23,           23,         185,      139,         88,         2
   24,           126,             106,              0,        83,          35,          1,         24,           24,         109,      148,         95,         2
   25,           147,             126,              0,        89,          42,          1,         25,           25,         114,      157,        101,         2
   26,           159,             137,              1,        95,          42,          1,         26,           26,         129,      168,        106,         2
   27,           176,             153,              1,        99,          47,          2,         27,           27,         168,      176,        112,         3
   28,           182,             158,              1,       105,          51,          2,         28,           28,         130,      185,        119,         3
   29,           189,             164,              1,       112,          54,          1,         29,           29,         363,      191,        121,         3
   30,           211,             185,              1,       112,          56,          2,         30,           30,         167,      198,        126,         3
   31,           241,             215,              1,       119,          61,          1,         31,           31,         467,      207,        130,         3
   32,           268,             241,              2,       124,          65,          2,         32,           32,         125,      218,        136,         3
   33,           294,             266,              1,       126,          61,          2,         33,           33,         116,      229,        135,         3
   34,           318,             289,              1,       134,          61,          1,         34,           34,         119,      243,        148,         3
   35,           346,             316,              2,       138,          71,          1,         35,           35,         137,      253,        151,         3
   36,           381,             350,              2,       141,          74,          2,         36,           36,         131,      258,        157,         4
   37,           397,             365,              2,       152,          73,          6,         37,           37,         124,      272,        166,         3
   38,           431,             398,              2,       155,          76,          1,         38,           38,         145,      282,        169,         3
   39,           469,             436,              3,       161,          79,          2,         39,           39,         163,      291,        175,         4
   40,           497,             463,              2,       167,          82,          6,         40,           40,         174,      302,        178,        18
   41,           512,             477,              3,       166,          81,          2,         41,           41,         194,      314,        184,         5
   42,           514,             478,              3,       175,          80,          3,         42,           42,         168,      320,        189,         4
   43,           519,             482,              3,       185,          79,          2,         43,           43,         903,      334,        195,         5
   44,           531,             493,              3,       190,          84,          3,         44,           44,         815,      348,        202,         4
   45,           575,             537,              3,       192,          85,          2,         45,           45,         330,      360,        208,         5
   46,           618,             579,              3,       196,          88,          3,         46,           46,         175,      372,        214,         4
   47,           633,             593,              3,       201,          93,          2,         47,           47,         159,      379,        218,         4
   48,           652,             611,              3,       207,          98,          3,         48,           48,         164,      386,        224,         4
   49,           696,             654,              4,       218,         106,          5,         49,           49,         201,      397,        227,         5
   50,           723,             680,              4,       219,         107,          3,         50,           50,         180,      410,        233,         5
   51,           753,             709,              4,       228,         111,          2,         51,           51,         168,      418,        236,         4
   52,           804,             759,              4,       231,         116,          2,         52,           52,         153,      431,        244,         5
   53,           855,             809,              4,       239,         121,          3,         53,           53,         165,      440,        248,         5
   54,           905,             858,              5,       242,         122,          2,         54,           54,         152,      450,        259,         4
   55,           927,             879,              5,       252,         126,          2,         55,           55,         939,      460,        266,         6
   56,           973,             924,              6,       258,         131,          4,         56,           56,         873,      473,        265,         6
   57,          1026,             976,              6,       266,         133,          4,         57,           57,         174,      484,        275,         6
   58,          1036,             985,              6,       272,         125,          3,         58,           58,         172,      494,        280,         5
   59,          1091,            1039,              6,       273,         131,          2,         59,           59,         175,      509,        290,         5
   60,          1134,            1081,              6,       281,         138,          2,         60,           60,         177,      525,        296,         5
   61,          1162,            1108,              6,       288,         144,          3,         61,           61,         192,      535,        297,         5
   62,          1198,            1143,              7,       296,         147,          2,         62,           62,         246,      544,        308,         5
   63,          1216,            1160,              6,       298,         148,          5,         63,           63,         404,      558,        313,         6
   64,          1235,            1178,              7,       302,         152,          6,         64,           64,         258,      574,        327,         6
   65,          1293,            1235,              7,       307,         153,          3,         65,           65,        1271,      578,        328,         7
   66,          1350,            1291,              8,       315,         155,          5,         66,           66,        1102,      591,        334,         7
   67,          1363,            1303,              7,       327,         155,          4,         67,           67,         205,      602,        342,         6
   68,          1408,            1347,              9,       332,         157,          3,         68,           68,         205,      616,        342,         7
   69,          1430,            1368,              8,       339,         169,          4,         69,           69,         188,      628,        353,         7
   70,          1499,            1436,              8,       343,         173,          3,         70,           70,         250,      646,        369,         8
   71,          1529,            1465,              8,       346,         178,          5,         71,           71,         193,      651,        368,         9
   72,          1540,            1475,              8,       354,         182,          5,         72,           72,         231,      666,        372,         8
   73,          1587,            1521,              9,       367,         178,          8,         73,           73,         214,      682,        388,        15
   74,          1630,            1563,             10,       373,         185,          3,         74,           74,        1008,      692,        392,         7
   75,          1699,            1631,             28,       376,         192,          8,         75,           75,        1314,      696,        394,         8
   76,          1760,            1691,             10,       380,         192,          5,         76,           76,         264,      709,        398,         8
   77,          1806,            1736,             10,       392,         192,          6,         77,           77,         223,      718,        401,         8
   78,          1810,            1739,             10,       398,         189,          3,         78,           78,         222,      735,        412,         7
   79,          1837,            1765,             10,       407,         199,          5,         79,           79,         220,      750,        430,         7
   80,          1879,            1806,             10,       415,         205,          2,         80,           80,         219,      761,        429,         7
   81,          1907,            1833,             10,       406,         203,          5,         81,           81,         226,      773,        434,         7
   82,          1933,            1858,             10,       414,         204,          3,         82,           82,         228,      783,        443,         7
   83,          1936,            1860,             11,       429,         200,          3,         83,           83,         227,      796,        453,         7
   84,          1980,            1903,             10,       435,         200,          4,         84,           84,        1919,      808,        458,         7
   85,          2050,            1972,             11,       443,         206,          4,         85,           85,         461,      823,        465,         9
   86,          2053,            1974,             11,       449,         210,          6,         86,           86,         242,      832,        473,        10
   87,          2089,            2009,             12,       456,         210,          4,         87,           87,         237,      852,        474,         8
   88,          2129,            2048,             11,       465,         214,          5,         88,           88,         235,      869,        487,         8
   89,          2191,            2109,             12,       466,         213,          6,         89,           89,         235,      879,        492,         8
   90,          2270,            2187,             12,       474,         220,          3,         90,           90,         237,      890,        502,         8
   91,          2323,            2239,             13,       478,         218,          4,         91,           91,         254,      901,        504,         9
   92,          2333,            2248,             13,       486,         222,          5,         92,           92,         267,      919,        523,         9
   93,          2400,            2314,             13,       492,         235,          4,         93,           93,        2242,      922,        519,        10
   94,          2425,            2338,            262,       501,         238,          5,         94,           94,         240,      933,        521,         9
   95,          2454,            2366,             13,       505,         241,          4,         95,           95,         237,      945,        529,         9
   96,          2542,            2453,             29,       511,         247,          3,         96,           96,         226,      971,        548,         9
   97,          2630,            2540,             15,       526,         254,          6,         97,           97,         326,      985,        553,        11
   98,          2695,            2604,             15,       531,         254,          7,         98,           98,         245,      990,        555,        10
   99,          2710,            2618,             23,       533,         260,          6,         99,           99,         239,      999,        557,        11
  100,          2797,            2704,             16,       539,         263,          5,        100,          100,        1083,     1017,        573,        12
  101,          2811,            2717,             15,       551,         259,          5,        101,          101,        1317,     1032,        578,        11
  102,          2870,            2775,             16,       555,         266,          7,        102,          102,         247,     1053,        594,        10
  103,          2904,            2808,             16,       562,         275,          7,        103,          103,         244,     1059,        597,        10
  104,          2979,            2882,             25,       567,         278,         11,        104,          104,         588,     1071,        603,        16
  105,          3083,            2985,             17,       582,         286,         10,        105,          105,         851,     1086,        612,         6
  106,          3110,            3011,             25,       586,         287,          5,        106,          106,        1001,     1097,        624,         7
  107,          3199,            3099,             17,       588,         290,          7,        107,          107,         234,     1101,        618,         6
  108,          3238,            3137,             19,       595,         294,          6,        108,          108,         242,     1127,        630,         5
  109,          3333,            3231,             18,       609,         305,          9,        109,          109,         193,     1124,        634,         5
  110,          3372,            3269,             18,       615,         307,          4,        110,          110,         223,     1128,        636,         5
  111,          3457,            3353,             19,       617,         313,          4,        111,          111,         211,     1149,        646,         5
  112,          3568,            3464,             19,       623,         320,          6,        112,          112,         241,     1157,        653,         5
  113,          3603,            3498,             20,       643,         316,          5,        113,          113,         398,     1186,        667,         7
  114,          3626,            3520,             20,       644,         315,          6,        114,          114,         228,     1197,        677,         6
  115,          3738,            3631,             21,       644,         304,          7,        115,          115,         213,     1212,        688,         5
  116,          3801,            3693,             20,       651,         306,          4,        116,          116,        3102,     1225,        692,         8
  117,          3820,            3711,             46,       660,         314,         11,        117,          117,         297,     1241,        704,         8
  118,          3912,            3802,             21,       665,         318,          8,        118,          118,         384,     1248,        703,         7
  119,          3956,            3845,             21,       667,         331,          9,        119,          119,       34504,     1255,        708,        20
  120,          4075,            3964,             55,       674,         335,          8,        120,          120,         234,     1264,        715,         7
  121,          4103,            3991,             51,       692,         340,          8,        121,          121,         239,     1283,        720,         6
  122,          4218,            4105,             50,       699,         348,          5,        122,          122,         314,     1299,        732,         6
  123,          4304,            4190,             51,       701,         349,          7,        123,          123,         266,     1306,        739,         9
  124,          4321,            4206,             58,       709,         348,          9,        124,          124,         235,     1324,        749,         9
  125,          4352,            4236,             53,       714,         350,         11,        125,          125,         300,     1339,        755,        10
  126,          4463,            4346,             51,       721,         356,          6,        126,          126,         345,     1351,        759,        10
  127,          4564,            4446,             53,       728,         366,          7,        127,          127,         419,     1370,        765,         9
  128,          4623,            4504,             53,       735,         372,         12,        128,          128,        4987,     1377,        771,        13
  129,          4704,            4584,             13,       735,         372,          9,        129,          129,         735,     1402,        793,        16
  130,          4824,            4703,              6,       747,         376,          7,        130,          130,        1513,     1416,        790,         9
  131,          4943,            4821,              6,       758,         378,         11,        131,          131,        1617,     1429,        804,        10
  132,          5008,            4885,              7,       765,         382,         10,        132,          132,         264,     1436,        806,        11
  133,          5087,            4963,              7,       774,         377,         18,        133,          133,         350,     1449,        810,         8
  134,          5209,            5084,              9,       780,         378,          7,        134,          134,         265,     1462,        811,         8
  135,          5260,            5134,              7,       785,         389,          7,        135,          135,         277,     1483,        823,         8
  136,          5282,            5155,              7,       794,         390,          7,        136,          136,         256,     1491,        826,         7
  137,          5331,            5203,              6,       798,         388,         20,        137,          137,         282,     1500,        834,         8
  138,          5419,            5290,              7,       812,         398,         10,        138,          138,         288,     1522,        851,         9
  139,          5421,            5291,              7,       820,         402,         10,        139,          139,         462,     1542,        856,        10
  140,          5493,            5362,              7,       829,         406,         14,        140,          140,        3073,     1562,        869,         8
  141,          5576,            5444,              7,       831,         414,         10,        141,          141,         967,     1573,        873,         8
  142,          5714,            5581,             26,       837,         419,         16,        142,          142,         257,     1587,        884,        10
  143,          5848,            5714,              7,       843,         416,          9,        143,          143,         294,     1607,        893,         8
  144,          5895,            5760,              7,       851,         420,         10,        144,          144,         256,     1619,        905,         7
  145,          5993,            5857,              7,       870,         428,          8,        145,          145,         355,     1636,        908,         7
  146,          6126,            5989,              7,       879,         418,          6,        146,          146,         258,     1657,        924,         7
  147,          6234,            6096,              7,       882,         434,          6,        147,          147,        2590,     1652,        919,        12
  148,          6305,            6166,              8,       894,         435,         10,        148,          148,         719,     1686,        937,        11
  149,          6426,            6286,              8,       896,         448,         11,        149,          149,         384,     1679,        931,        11
  150,          6456,            6315,              8,       906,         452,         13,        150,          150,         314,     1699,        946,        10
  151,          6597,            6455,              8,       905,         448,         11,        151,          151,         288,     1716,        946,        10
  152,          6637,            6494,              8,       910,         451,         12,        152,          152,         315,     1728,        959,         8
  153,          6753,            6609,              8,       926,         456,          7,        153,          153,         348,     1749,        974,        11
  154,          6786,            6641,              8,       930,         460,         10,        154,          154,         295,     1755,        974,        10
  155,          6831,            6685,              8,       946,         455,         10,        155,          155,        3136,     1782,        990,        12
  156,          6932,            6785,              9,       953,         459,         13,        156,          156,         308,     1791,        992,         9
  157,          6942,            6794,              8,       964,         470,          8,        157,          157,        1084,     1809,       1001,        11
  158,          7034,            6885,              9,       975,         469,         15,        158,          158,         546,     1826,       1008,        16
  159,          7080,            6930,              9,       982,         483,         14,        159,          159,        1368,     1833,       1017,        11
  160,          7164,            7013,              9,       990,         490,         10,        160,          160,        2047,     1845,       1024,        11
  161,          7184,            7032,              9,       972,         480,         15,        161,          161,         324,     1860,       1031,        10
  162,          7212,            7059,              9,       975,         480,          7,        162,          162,         427,     1877,       1036,        11
  163,          7370,            7216,              9,       985,         490,         13,        163,          163,         308,     1881,       1043,         9
  164,          7450,            7295,              9,       996,         490,          8,        164,          164,         440,     1901,       1060,        12
  165,          7518,            7362,              9,      1024,         486,         12,        165,          165,         339,     1909,       1051,        10
  166,          7531,            7374,              9,      1032,         491,          8,        166,          166,         346,     1918,       1057,        31
  167,          7665,            7507,              9,      1038,         487,         13,        167,          167,        3228,     1944,       1072,        11
  168,          7706,            7547,             10,      1046,         496,         13,        168,          168,         344,     1963,       1084,        11
  169,          7869,            7709,             10,      1044,         501,         11,        169,          169,         408,     1969,       1094,        11
  170,          8020,            7859,             10,      1055,         510,         16,        170,          170,         362,     1989,       1098,        12
  171,          8059,            7897,             10,      1069,         502,         13,        171,          171,         319,     2003,       1102,        10
  172,          8230,            8067,             10,      1078,         509,         10,        172,          172,         332,     2023,       1112,        11
  173,          8277,            8113,             10,      1083,         515,         12,        173,          173,        3193,     2047,       1132,        30
  174,          8284,            8119,             11,      1080,         521,         13,        174,          174,         636,     2062,       1140,        11
  175,          8424,            8258,             10,      1099,         529,         10,        175,          175,         345,     2074,       1137,        12
  176,          8540,            8373,             10,      1108,         532,          7,        176,          176,         760,     2091,       1154,        12
  177,          8671,            8503,             11,      1110,         523,         17,        177,          177,         332,     2090,       1150,        11
  178,          8716,            8547,             11,      1117,         532,         13,        178,          178,        2879,     2101,       1146,        21
  179,          8880,            8710,             11,      1127,         535,         12,        179,          179,         407,     2114,       1167,        13
  180,          8931,            8760,             11,      1135,         549,         14,        180,          180,         453,     2133,       1181,        11
  181,          9031,            8859,             11,      1137,         543,         13,        181,          181,         460,     2149,       1190,        15
  182,          9080,            8907,             11,      1144,         547,         15,        182,          182,         391,     2166,       1198,        11
  183,          9160,            8986,             11,      1156,         547,         14,        183,          183,         299,     2172,       1201,        12
  184,          9288,            9113,             12,      1163,         555,         15,        184,          184,        2982,     2189,       1206,        12
  185,          9450,            9274,             12,      1171,         554,         93,        185,          185,         609,     2207,       1221,        13
  186,          9606,            9429,             12,      1176,         565,         17,        186,          186,         428,     2230,       1230,        12
  187,          9741,            9563,             12,      1185,         575,         13,        187,          187,         368,     2232,       1240,        13
  188,          9829,            9650,             12,      1195,         577,         12,        188,          188,         430,     2260,       1239,        12
  189,          9859,            9679,             12,      1201,         569,         11,        189,          189,        6082,     2247,       1222,        14
  190,         10010,            9829,             13,      1209,         584,         21,        190,          190,       23885,     2277,       1248,        15
  191,         10168,            9986,             13,      1216,         587,         48,        191,          191,         949,     2302,       1267,       113
  192,         10315,           10132,             13,      1224,         593,         18,        192,          192,        6791,     2323,       1281,        15
  193,         10352,           10168,             13,      1239,         605,         19,        193,          193,         798,     2328,       1281,        23
  194,         10534,           10349,             33,      1251,         617,         22,        194,          194,         940,     2339,       1290,        14
  195,         10612,           10426,             13,      1260,         616,         14,        195,          195,         419,     2356,       1303,        12
  196,         10798,           10611,             13,      1262,         618,         11,        196,          196,        2573,     2359,       1294,        14
  197,         10805,           10617,             13,      1268,         620,         14,        197,          197,         655,     2381,       1318,        20
  198,         10912,           10723,             13,      1272,         619,         17,        198,          198,         316,     2396,       1320,        12
  199,         11104,           10914,             13,      1282,         617,         12,        199,          199,         321,     2411,       1331,        12
  200,         11188,           10997,             14,      1290,         624,         15,        200,          200,         341,     2424,       1334,        12
  201,         11295,           11103,             13,      1310,         618,         13,        201,          201,         408,     2449,       1354,        11
  202,         11493,           11300,             13,      1311,         624,         12,        202,          202,         405,     2456,       1351,        15
  203,         11670,           11476,             14,      1313,         629,         16,        203,          203,        3788,     2470,       1363,        15
  204,         11773,           11578,             14,      1321,         636,         16,        204,          204,         657,     2490,       1373,        18
  205,         11853,           11657,             14,      1329,         645,         18,        205,          205,         409,     2513,       1394,        14
  206,         12038,           11841,             15,      1337,         653,         13,        206,          206,         449,     2527,       1388,        20
  207,         12240,           12042,             15,      1351,         655,         11,        207,          207,        3532,     2551,       1405,        14
  208,         12431,           12232,             71,      1357,         663,         22,        208,          208,         847,     2553,       1407,        13
  209,         12616,           12416,             15,      1369,         671,         13,        209,          209,         344,     2571,       1413,        15
  210,         12629,           12428,             15,      1377,         665,         16,        210,          210,         395,     2594,       1429,        19
  211,         12811,           12609,             15,      1378,         669,         14,        211,          211,         374,     2609,       1434,        13
  212,         12986,           12783,             15,      1388,         678,         12,        212,          212,         364,     2628,       1448,        13
  213,         13085,           12881,             15,      1391,         678,         13,        213,          213,         443,     2634,       1450,        12
  214,         13298,           13094,             16,      1399,         684,         11,        214,          214,         381,     2660,       1467,        13
  215,         13479,           13274,             16,      1408,         691,         11,        215,          215,        5426,     2682,       1481,        13
  216,         13501,           13295,             16,      1418,         692,         12,        216,          216,         918,     2690,       1488,        15
  217,         13520,           13313,             16,      1432,         707,         16,        217,          217,         780,     2699,       1484,        14
  218,         13658,           13450,             16,      1445,         710,         13,        218,          218,         400,     2705,       1487,        14
  219,         13828,           13619,             17,      1444,         713,         38,        219,          219,        1199,     2719,       1498,        16
  220,         13979,           13769,             17,      1454,         717,         22,        220,          220,         623,     2743,       1506,        18
  221,         13996,           13785,             17,      1453,         715,         15,        221,          221,        2015,     2758,       1518,        16
  222,         14186,           13974,             17,      1463,         720,         16,        222,          222,        2158,     2779,       1535,        16
  223,         14331,           14118,             18,      1474,         731,         18,        223,          223,         442,     2787,       1533,        16
  224,         14450,           14236,             17,      1482,         735,         15,        224,          224,         384,     2801,       1543,        15
  225,         14556,           14341,             18,      1496,         723,         13,        225,          225,         475,     2802,       1538,        15
  226,         14579,           14363,             27,      1505,         735,         12,        226,          226,         447,     2830,       1552,        17
  227,         14687,           14470,             18,      1514,         735,         18,        227,          227,        4263,     2840,       1571,        17
  228,         14875,           14657,             18,      1524,         739,         18,        228,          228,        1018,     2857,       1578,        18
  229,         15096,           14877,             18,      1515,         736,         18,        229,          229,        1942,     2881,       1594,        34
  230,         15106,           14886,             50,      1533,         743,         24,        230,          230,         701,     2899,       1595,        16
  231,         15206,           14985,             19,      1542,         734,         17,        231,          231,         454,     2926,       1610,        15
  232,         15281,           15059,             21,      1547,         742,         13,        232,          232,         457,     2928,       1620,        13
  233,         15335,           15112,             18,      1559,         743,         13,        233,          233,         466,     2927,       1611,        18
  234,         15443,           15219,             19,      1561,         745,         18,        234,          234,         469,     2968,       1640,        15
  235,         15531,           15306,             19,      1568,         763,         14,        235,          235,        4563,     2967,       1629,        18
  236,         15572,           15346,             20,      1574,         771,         20,        236,          236,         534,     2994,       1647,        15
  237,         15760,           15533,             19,      1582,         782,         15,        237,          237,        2059,     2998,       1650,        17
  238,         15811,           15583,             19,      1585,         793,         15,        238,          238,         592,     3011,       1656,        17
  239,         16049,           15821,             82,      1597,         793,         15,        239,          239,         834,     3038,       1674,        16
  240,         16220,           15991,             19,      1606,         800,         18,        240,          240,         522,     3037,       1668,        18
  241,         16440,           16210,             20,      1623,         789,         26,        241,          241,        2881,     3076,       1691,        19
  242,         16528,           16297,             20,      1630,         797,         19,        242,          242,        1257,     3079,       1692,        16
  243,         16615,           16383,             20,      1647,         807,         18,        243,          243,         640,     3095,       1704,        18
  244,         16725,           16492,             20,      1651,         823,         20,        244,          244,         410,     3110,       1709,        17
  245,         16808,           16574,             20,      1644,         817,         18,        245,          245,         494,     3123,       1719,        17
  246,         16825,           16590,             27,      1647,         811,         16,        246,          246,        3325,     3138,       1731,        18
  247,         16831,           16595,             20,      1670,         813,         16,        247,          247,         516,     3151,       1744,        16
  248,         16947,           16710,             20,      1678,         822,         13,        248,          248,         410,     3166,       1743,        16
  249,         17130,           16892,             20,      1673,         821,         13,        249,          249,         444,     3186,       1759,        19
  250,         17284,           17045,             21,      1685,         834,         19,        250,          250,         522,     3205,       1768,        16
  251,         17293,           17053,             20,      1694,         820,         14,        251,          251,        4058,     3227,       1784,        18
  252,         17484,           17243,             21,      1700,         825,         14,        252,          252,         447,     3236,       1778,        17
  253,         17496,           17254,             21,      1710,         843,         15,        253,          253,         502,     3250,       1787,        24
  254,         17626,           17383,             21,      1715,         857,         15,        254,          254,        3090,     3257,       1788,        29
  255,         17816,           17572,             21,      1732,         866,         25,        255,          255,         980,     3282,       1805,        22
  256,         18030,           17785,             22,      1740,         874,         20,        256,          256,         698,     3300,       1812,        53
  257,         18097,           17851,             21,      1733,         868,         16,        257,          257,         416,     3320,       1826,        17
  258,         18322,           18075,             21,      1745,         867,         15,        258,          258,         443,     3334,       1834,        16
  259,         18453,           18205,             22,      1754,         883,         17,        259,          259,        3734,     3360,       1844,        17
  260,         18483,           18234,             22,      1768,         890,         16,        260,          260,         566,     3365,       1853,        28
  261,         18487,           18237,             22,      1774,         879,         20,        261,          261,         496,     3385,       1860,        17
  262,         18607,           18356,             22,      1788,         872,         15,        262,          262,         474,     3400,       1869,        16
  263,         18647,           18395,             22,      1792,         876,         14,        263,          263,        3256,     3405,       1876,        20
  264,         18697,           18444,             23,      1806,         887,         20,        264,          264,         572,     3427,       1885,        18
  265,         18719,           18465,             73,      1817,         883,         19,        265,          265,        1184,     3445,       1900,        19
  266,         18737,           18482,             23,      1824,         886,         28,        266,          266,        3361,     3468,       1911,        19
  267,         18761,           18505,             23,      1828,         886,         22,        267,          267,         507,     3475,       1916,        21
  268,         18941,           18684,             22,      1837,         898,         19,        268,          268,         486,     3484,       1917,        20
  269,         19128,           18870,             23,      1840,         901,         20,        269,          269,         479,     3503,       1923,        30
  270,         19397,           19138,             23,      1850,         916,         18,        270,          270,         527,     3518,       1931,        18
  271,         19399,           19139,             23,      1856,         901,         19,        271,          271,         485,     3546,       1952,        19
  272,         19434,           19173,             23,      1865,         910,         18,        272,          272,        4465,     3558,       1952,        20
  273,         19685,           19423,             24,      1877,         907,         21,        273,          273,         854,     3579,       1970,        57
  274,         19936,           19673,             23,      1887,         921,         17,        274,          274,        2359,     3601,       1992,        21
  275,         20062,           19798,             24,      1901,         941,         17,        275,          275,       32234,     3607,       1981,        21
  276,         20275,           20010,             24,      1905,         937,        134,        276,          276,        4933,     3617,       1989,        22
