     n, insertion_cmp, insertion_swaps, insertion_time, merge_cmp, merge_swaps, merge_time, bucket_cmp, bucket_swaps, bucket_time, heap_cmp, heap_swaps, heap_time
     0,             0,               0,              0,         0,           0,          1,          0,            0,           2,        0,          0,         0
     1,             0,               0,              0,         0,           0,          0,          1,            1,         242,        0,          1,         5
     2,             1,               0,              0,         1,           0,          0,          2,            2,          53,        1,          3,         2
     3,             3,               2,              0,         2,           1,          5,          3,            3,          52,        3,          5,         0
     4,             6,               5,              0,         4,           3,          4,          4,            4,          44,        7,          6,         0
     5,             7,               5,              0,         7,           2,          0,          5,            5,          59,       12,         10,         0
     6,            12,              10,              0,         9,           4,          0,          6,            6,         113,       17,         15,         0
     7,            18,              15,              0,        13,           7,          0,          7,            7,          56,       21,         16,         0
     8,            20,              16,              0,        15,           8,          0,          8,            8,          57,       27,         21,         0
     9,            22,              17,              0,        19,           6,          0,          9,            9,          73,       34,         26,         0
    10,            31,              26,              0,        24,           9,          0,         10,           10,          72,       40,         27,         0
    11,            34,              28,              0,        27,          11,          0,         11,           11,         142,       47,         31,         1
    12,            39,              32,              0,        31,          14,          1,         12,           12,          90,       53,         37,         0
    13,            49,              41,              0,        34,          19,          1,         13,           13,          85,       63,         42,         0
    14,            56,              47,              0,        38,          21,          0,         14,           14,          78,       70,         46,         0
    15,            66,              56,              0,        41,          23,          0,         15,           15,         157,       76,         51,         0
    16,            70,              59,              0,        46,          25,          1,         16,           16,         237,       84,         56,         1
    17,            75,              63,              0,        50,          23,          1,         17,           17,          80,       92,         60,         0
    18,            78,              65,              0,        55,          22,          1,         18,           18,          75,      102,         66,         0
    19,            96,              82,              0,        60,          29,          1,         19,           19,          77,      108,         69,         1
    20,           109,              94,              1,        63,          31,          1,         20,           20,         116,      116,         75,         1
    21,           125,             109,              0,        69,          32,          1,         21,           21,          84,      126,         76,         0
    22,           142,             125,              0,        74,          35,          1,         22,           22,         122,      134,         84,         0
    23,           144,             126,              0,        80,          33,          1,         23,           23,          91,      144,         91,         0
    24,           145,             126,              1,        83,          33,          1,         24,           24,          92,      152,         95,         1
    25,           159,             139,              1,        85,          41,          1,         25,           25,         108,      165,        104,         1
    26,           171,             150,              1,        94,          46,          1,         26,           26,         101,      174,        109,         1
    27,           182,             160,              1,        97,          45,          3,         27,           27,          99,      185,        117,         1
    28,           194,             171,              1,       102,          50,          1,         28,           28,         173,      190,        120,         1
    29,           212,             188,              1,       103,          56,          1,         29,           29,         120,      197,        123,         1
    30,           228,             203,              1,       114,          59,          2,         30,           30,         579,      209,        132,         1
    31,           231,             205,              1,       117,          54,          2,         31,           31,         147,      218,        138,         2
    32,           261,             234,              1,       122,          59,          1,         32,           32,         433,      224,        137,         2
    33,           266,             238,              1,       129,          61,          2,         33,           33,         126,      240,        147,         1
    34,           290,             261,              1,       132,          65,          2,         34,           34,         128,      248,        150,         1
    35,           293,             263,              1,       143,          60,          1,         35,           35,         133,      259,        156,         1
    36,           305,             274,              1,       149,          66,          1,         36,           36,         139,      267,        159,         1
    37,           334,             302,              2,       151,          70,          2,         37,           37,         139,      266,        161,         1
    38,           349,             316,              2,       156,          76,          1,         38,           38,        1372,      278,        167,         2
    39,           358,             324,              2,       160,          78,          6,         39,           39,         155,      287,        173,         2
    40,           389,             354,              2,       166,          83,          1,         40,           40,         627,      294,        181,         2
    41,           420,             384,              2,       174,          81,          3,         41,           41,         609,      311,        187,         2
    42,           429,             392,              2,       180,          85,          2,         42,           42,         154,      319,        191,         1
    43,           455,             417,              2,       187,          89,          1,         43,           43,         153,      333,        204,         2
    44,           464,             425,              3,       194,          89,          1,         44,           44,         158,      343,        208,         1
    45,           508,             469,              3,       199,          95,          2,         45,           45,         162,      358,        216,         1
    46,           542,             502,              3,       201,          95,          1,         46,           46,         151,      368,        215,         1
    47,           562,             521,              3,       206,          88,          4,         47,           47,         159,      383,        226,         1
    48,           580,             538,              3,       212,          92,          3,         48,           48,         160,      398,        237,         2
    49,           625,             582,              3,       216,         105,          2,         49,           49,         158,      411,        239,         2
    50,           642,             598,              3,       219,         107,          2,         50,           50,         163,      420,        249,         1
    51,           677,             632,              3,       231,         110,          2,         51,           51,         164,      436,        257,         2
    52,           719,             673,              4,       235,         116,          1,         52,           52,         228,      443,        258,         2
    53,           727,             680,              4,       242,         114,          2,         53,           53,         981,      453,        263,         2
    54,           768,             720,              4,       249,         120,          4,         54,           54,        1348,      463,        271,         2
    55,           806,             757,              4,       252,         123,          5,         55,           55,         174,      483,        284,         2
    56,           861,             812,              5,       256,         126,          2,         56,           56,         169,      493,        285,         2
    57,           867,             817,              4,       263,         133,          2,         57,           57,         178,      507,        294,         2
    58,           910,             859,              5,       266,         131,          2,         58,           58,         178,      517,        300,         2
    59,           920,             868,              5,       277,         142,          2,         59,           59,         184,      522,        305,         2
    60,           942,             889,              5,       285,         143,          2,         60,           60,         211,      536,        312,         2
    61,           948,             894,              5,       291,         136,          2,         61,           61,         190,      547,        319,         2
    62,           960,             905,              5,       297,         140,          2,         62,           62,         193,      560,        326,         2
    63,           962,             906,              5,       301,         146,          4,         63,           63,        1035,      574,        333,         3
    64,           967,             910,              5,       304,         149,          4,         64,           64,         990,      587,        341,         4
    65,           971,             913,              6,       314,         147,          4,         65,           65,         197,      599,        348,         3
    66,          1032,             973,              6,       321,         153,          3,         66,           66,         201,      606,        350,         3
    67,          1058,             998,              6,       326,         157,          5,         67,           67,         190,      614,        357,         2
    68,          1111,            1050,              6,       333,         166,          2,         68,           68,         198,      629,        363,         3
    69,          1130,            1068,              7,       335,         143,          5,         69,           69,         249,      638,        371,         5
    70,          1148,            1085,              6,       347,         151,          7,         70,           70,         198,      651,        378,         5
    71,          1169,            1105,              6,       357,         157,          3,         71,           71,         234,      657,        378,         3
    72,          1214,            1149,              7,       362,         163,          5,         72,           72,         215,      668,        380,         3
    73,          1269,            1203,              7,       365,         170,          3,         73,           73,         215,      690,        398,         3
    74,          1319,            1252,              7,       365,         171,          3,         74,           74,        1848,      701,        399,         3
    75,          1325,            1257,              7,       381,         176,          3,         75,           75,         461,      714,        408,         3
    76,          1337,            1268,              7,       383,         177,          5,         76,           76,         330,      726,        415,         3
    77,          1356,            1286,              7,       386,         183,          3,         77,           77,         211,      735,        423,         3
    78,          1418,            1347,              8,       392,         186,          3,         78,           78,         227,      743,        426,         3
    79,          1423,            1351,              8,       399,         188,          3,         79,           79,         228,      760,        436,         3
    80,          1438,            1365,              8,       405,         194,          2,         80,           80,         228,      774,        444,         3
    81,          1512,            1438,              8,       414,         196,          3,         81,           81,         235,      787,        453,         3
    82,          1573,            1498,              8,       420,         197,          5,         82,           82,         221,      805,        459,         3
    83,          1648,            1572,              9,       431,         207,          3,         83,           83,        1211,      820,        473,         3
    84,          1653,            1576,             11,       440,         207,          6,         84,           84,         916,      827,        477,        24
    85,          1677,            1599,              9,       449,         212,          4,         85,           85,         306,      844,        488,         4
    86,          1732,            1653,             10,       451,         210,          9,         86,           86,         240,      848,        482,         4
    87,          1746,            1666,              9,       461,         206,          6,         87,           87,         321,      856,        493,         5
    88,          1821,            1740,             11,       467,         213,          5,         88,           88,         256,      870,        505,         6
    89,          1877,            1795,             10,       470,         222,          6,         89,           89,         267,      879,        500,         4
    90,          1888,            1805,             10,       479,         224,          4,         90,           90,         269,      884,        506,         4
    91,          1970,            1886,             10,       485,         229,          4,         91,           91,         234,      909,        525,         4
    92,          2019,            1934,             11,       494,         234,          3,         92,           92,         266,      924,        531,         4
    93,          2021,            1935,             11,       494,         220,          4,         93,           93,         268,      943,        538,         4
    94,          2038,            1951,             11,       498,         227,          3,         94,           94,         249,      949,        540,         4
    95,          2110,            2022,             12,       513,         233,          5,         95,           95,        2707,      960,        549,         6
    96,          2117,            2028,             12,       519,         237,          5,         96,           96,         494,      974,        559,         4
    97,          2200,            2110,             13,       524,         254,          5,         97,           97,         281,      990,        563,         4
    98,          2273,            2182,             12,       525,         260,          4,         98,           98,         275,     1008,        583,         5
    99,          2338,            2246,             13,       540,         258,          4,         99,           99,         298,     1024,        585,         4
   100,          2424,            2331,             16,       545,         264,          6,        100,          100,         289,     1039,        590,         4
   101,          2518,            2424,             14,       557,         270,          4,        101,          101,         276,     1056,        595,         4
   102,          2544,            2449,             14,       565,         266,          5,        102,          102,         336,     1063,        608,         4
   103,          2549,            2453,             15,       562,         269,          6,        103,          103,        2419,     1091,        624,         7
   104,          2592,            2495,             14,       568,         276,          8,        104,          104,         660,     1101,        630,         6
   105,          2696,            2599,             15,       579,         276,          6,        105,          105,         405,     1113,        630,         6
   106,          2719,            2621,             16,       588,         274,          5,        106,          106,         702,     1121,        644,        12
   107,          2737,            2638,             16,       596,         287,         12,        107,          107,         467,     1138,        645,         7
   108,          2795,            2695,             36,       603,         294,         13,        108,          108,        1522,     1143,        654,         6
   109,          2831,            2730,             18,       613,         297,          6,        109,          109,        1130,     1160,        655,         8
   110,          2903,            2801,             16,       610,         297,         10,        110,          110,         686,     1168,        666,         7
   111,          2949,            2846,             16,       619,         305,          8,        111,          111,         343,     1183,        677,         7
   112,          2981,            2877,             18,       626,         308,          5,        112,          112,         539,     1196,        682,         7
   113,          3007,            2902,             16,       638,         316,          7,        113,          113,         441,     1210,        693,         7
   114,          3100,            2994,             17,       638,         313,          8,        114,          114,        2562,     1218,        693,         7
   115,          3158,            3051,             19,       643,         320,         11,        115,          115,         662,     1239,        706,         8
   116,          3247,            3139,             18,       650,         324,          7,        116,          116,         734,     1251,        712,         8
   117,          3344,            3235,             22,       654,         333,          9,        117,          117,         523,     1268,        718,         7
   118,          3386,            3276,             19,       664,         343,          7,        118,          118,         346,     1274,        721,         6
   119,          3430,            3319,             19,       682,         343,          7,        119,          119,         470,     1287,        730,         7
   120,          3478,            3366,             20,       682,         344,          7,        120,          120,        2019,     1301,        737,         7
   121,          3504,            3391,             19,       695,         338,          9,        121,          121,         709,     1319,        750,         8
   122,          3552,            3438,             21,       695,         338,          8,        122,          122,         386,     1324,        745,         8
   123,          3575,            3460,             20,       703,         346,          6,        123,          123,         793,     1340,        755,         7
   124,          3696,            3580,             60,       707,         349,          9,        124,          124,         656,     1352,        759,         8
   125,          3705,            3588,             20,       726,         354,          8,        125,          125,         457,     1367,        773,        26
   126,          3724,            3606,             20,       726,         353,          6,        126,          126,        2446,     1367,        771,        35
   127,          3725,            3606,             40,       732,         355,         11,        127,          127,         519,     1386,        779,         8
   128,          3816,            3696,             21,       739,         362,          8,        128,          128,         513,     1412,        795,         8
   129,          3908,            3787,             24,       741,         350,          7,        129,          129,         377,     1418,        798,         8
   130,          4018,            3896,             22,       753,         360,          6,        130,          130,         411,     1429,        801,         8
   131,          4145,            4022,             23,       763,         366,          8,        131,          131,         428,     1450,        815,         7
   132,          4224,            4100,             23,       777,         377,          8,        132,          132,         441,     1464,        817,         8
   133,          4326,            4201,             24,       774,         370,          9,        133,          133,        2441,     1477,        826,         8
   134,          4355,            4229,             23,       784,         378,          7,        134,          134,         655,     1486,        836,         9
   135,          4447,            4320,             26,       784,         384,          8,        135,          135,         347,     1503,        843,         9
   136,          4474,            4346,             26,       794,         388,         10,        136,          136,         392,     1516,        841,         8
   137,          4485,            4356,             24,       799,         368,          7,        137,          137,         379,     1536,        863,         9
   138,          4560,            4430,             27,       800,         360,          8,        138,          138,         369,     1540,        857,         8
   139,          4608,            4477,             25,       820,         381,          7,        139,          139,         392,     1553,        866,         8
   140,          4736,            4604,             29,       830,         382,          7,        140,          140,        2995,     1586,        889,         8
   141,          4849,            4716,             26,       839,         390,         10,        141,          141,         786,     1596,        897,         9
   142,          4897,            4763,             27,       852,         388,         11,        142,          142,         989,     1603,        894,        77
   143,          4933,            4798,             31,       856,         401,         10,        143,          143,         432,     1613,        899,        10
   144,          4990,            4854,             28,       864,         409,          7,        144,          144,        2048,     1637,        915,         8
   145,          5033,            4896,             29,       866,         404,          9,        145,          145,         782,     1655,        929,        25
   146,          5084,            4946,             28,       865,         417,         13,        146,          146,         421,     1664,        931,         9
   147,          5114,            4975,             40,       875,         410,         12,        147,          147,         577,     1667,        936,        10
   148,          5166,            5026,             30,       883,         416,          8,        148,          148,         879,     1692,        943,         9
   149,          5280,            5139,             30,       901,         424,          9,        149,          149,         710,     1703,        960,        18
   150,          5329,            5187,             32,       907,         420,         10,        150,          150,        3170,     1720,        960,        10
   151,          5450,            5307,             33,       910,         438,         30,        151,          151,         574,     1733,        972,        34
   152,          5517,            5373,             79,       918,         441,         13,        152,          152,         637,     1751,        978,        10
   153,          5528,            5383,            112,       923,         435,          9,        153,          153,        2486,     1770,        984,       146
   154,          5534,            5388,             43,       928,         438,         28,        154,          154,         606,     1790,        999,        10
   155,          5626,            5479,             56,       930,         449,         10,        155,          155,         495,     1785,        994,        12
   156,          5683,            5535,             32,       937,         444,         15,        156,          156,         429,     1792,        998,        28
   157,          5780,            5631,             32,       958,         450,         11,        157,          157,         350,     1822,       1018,        10
   158,          5853,            5703,             32,       962,         456,         10,        158,          158,         321,     1844,       1032,        10
   159,          5968,            5817,             36,       970,         469,         12,        159,          159,        2645,     1854,       1038,        11
   160,          6066,            5914,             55,       977,         474,          9,        160,          160,         815,     1854,       1039,        10
   161,          6200,            6047,             51,       980,         482,         11,        161,          161,         433,     1868,       1036,        10
   162,          6220,            6066,             34,       986,         480,         11,        162,          162,         393,     1890,       1057,         9
   163,          6301,            6146,             36,       999,         474,          8,        163,          163,         397,     1904,       1061,        11
   164,          6399,            6243,             36,      1007,         477,         11,        164,          164,         418,     1915,       1068,        10
   165,          6478,            6321,             36,      1019,         495,         12,        165,          165,        3340,     1925,       1070,        13
   166,          6587,            6429,             37,      1024,         502,         10,        166,          166,         551,     1936,       1072,        10
   167,          6653,            6494,             47,      1035,         490,         14,        167,          167,         695,     1964,       1089,        12
   168,          6712,            6552,             38,      1042,         492,         14,        168,          168,         590,     1975,       1103,        22
   169,          6875,            6714,             39,      1048,         493,         12,        169,          169,         465,     1984,       1109,        11
   170,          6889,            6727,             38,      1056,         488,         11,        170,          170,        3198,     2004,       1116,        12
   171,          6958,            6795,             53,      1058,         501,         12,        171,          171,         410,     2022,       1128,        12
   172,          7117,            6953,             39,      1066,         504,         10,        172,          172,         420,     2027,       1132,        11
   173,          7223,            7058,             39,      1075,         497,         12,        173,          173,         482,     2043,       1135,        11
   174,          7365,            7199,             49,      1091,         505,         14,        174,          174,        2715,     2058,       1144,        11
   175,          7379,            7212,             63,      1091,         506,         16,        175,          175,         686,     2078,       1155,        18
   176,          7397,            7229,             42,      1097,         510,         12,        176,          176,         498,     2090,       1166,        11
   177,          7493,            7324,             42,      1106,         537,         11,        177,          177,         436,     2110,       1177,        14
   178,          7575,            7405,             56,      1115,         531,         12,        178,          178,        2755,     2125,       1186,        12
   179,          7712,            7541,             43,      1118,         538,         13,        179,          179,         494,     2128,       1186,        35
   180,          7870,            7698,             44,      1126,         539,         13,        180,          180,         417,     2148,       1201,        11
   181,          8036,            7863,             44,      1136,         542,         11,        181,          181,         567,     2174,       1216,        10
   182,          8115,            7941,             66,      1142,         542,          8,        182,          182,        2518,     2190,       1226,        13
   183,          8170,            7995,             45,      1148,         552,         15,        183,          183,         686,     2192,       1224,        12
   184,          8185,            8009,             53,      1155,         555,         12,        184,          184,        1283,     2214,       1230,        22
   185,          8265,            8088,             91,      1164,         540,         14,        185,          185,         920,     2223,       1235,        12
   186,          8404,            8226,             48,      1167,         555,         18,        186,          186,        2489,     2252,       1253,        13
   187,          8419,            8240,             47,      1184,         555,         15,        187,          187,         645,     2254,       1253,        12
   188,          8576,            8396,             47,      1192,         562,         12,        188,          188,         508,     2273,       1263,        13
   189,          8596,            8415,             48,      1200,         566,         14,        189,          189,         870,     2290,       1280,        12
   190,          8728,            8546,             48,      1203,         574,         12,        190,          190,         468,     2298,       1281,        13
   191,          8764,            8581,             48,      1212,         578,         13,        191,          191,       11366,     2309,       1288,        15
   192,          8834,            8650,           2704,      1220,         585,         13,        192,          192,         980,     2326,       1295,        14
   193,          8911,            8726,             49,      1229,         605,         14,        193,          193,         394,     2346,       1309,        13
   194,          9074,            8888,             52,      1229,         607,         14,        194,          194,         452,     2358,       1307,        14
   195,          9206,            9019,             82,      1239,         619,         14,        195,          195,        2323,     2373,       1312,        24
   196,          9301,            9113,            129,      1244,         625,         29,        196,          196,        8684,     2409,       1346,        15
   197,          9468,            9279,             53,      1263,         624,         16,        197,          197,         750,     2420,       1348,        13
   198,          9599,            9409,            132,      1272,         623,         30,        198,          198,         834,     2424,       1354,        38
   199,          9651,            9460,            124,      1272,         614,         25,        199,          199,        1687,     2441,       1361,        14
   200,          9671,            9479,             56,      1279,         619,         15,        200,          200,        3722,     2454,       1374,        15
   201,          9759,            9566,             55,      1290,         629,         17,        201,          201,         346,     2486,       1393,        14
   202,          9842,            9648,             54,      1299,         630,         15,        202,          202,         373,     2497,       1393,        13
   203,          9956,            9761,             55,      1318,         633,         13,        203,          203,        4362,     2511,       1402,        15
   204,         10103,            9907,             55,      1327,         641,         13,        204,          204,         421,     2534,       1418,        12
   205,         10166,            9969,             56,      1316,         630,         19,        205,          205,         438,     2543,       1414,        14
   206,         10282,           10084,             56,      1321,         638,         15,        206,          206,         335,     2565,       1425,        18
   207,         10393,           10194,             57,      1323,         643,         16,        207,          207,         341,     2553,       1419,        14
   208,         10553,           10353,             57,      1334,         649,         12,        208,          208,         320,     2584,       1440,        13
   209,         10672,           10471,             58,      1344,         657,         12,        209,          209,        2844,     2598,       1440,        14
   210,         10826,           10624,             59,      1364,         661,         17,        210,          210,         725,     2621,       1461,        15
   211,         10954,           10751,             61,      1354,         659,         16,        211,          211,         424,     2632,       1472,        14
   212,         10968,           10764,             60,      1373,         662,         14,        212,          212,         432,     2652,       1483,        14
   213,         11121,           10916,             60,      1383,         666,         15,        213,          213,         387,     2669,       1489,        14
   214,         11209,           11003,             61,      1394,         672,         16,        214,          214,        3126,     2676,       1494,        18
   215,         11381,           11174,             65,      1405,         678,         16,        215,          215,         854,     2698,       1509,        14
   216,         11562,           11354,             79,      1407,         682,         15,        216,          216,         482,     2709,       1507,        13
   217,         11688,           11479,             64,      1420,         691,         13,        217,          217,         450,     2712,       1506,        15
   218,         11883,           11673,             65,      1422,         682,         18,        218,          218,         342,     2736,       1514,        13
   219,         11889,           11678,             66,      1430,         698,         14,        219,          219,        2906,     2749,       1523,        13
   220,         12089,           11877,             67,      1434,         700,         11,        220,          220,        1118,     2775,       1542,        15
   221,         12166,           11953,             67,      1452,         707,         15,        221,          221,         412,     2796,       1554,        14
   222,         12380,           12166,             67,      1464,         725,         14,        222,          222,         437,     2804,       1557,        14
   223,         12573,           12358,             80,      1467,         719,         14,        223,          223,         547,     2831,       1575,        17
   224,         12610,           12394,             69,      1476,         723,         85,        224,          224,        3380,     2832,       1577,        14
   225,         12613,           12396,             71,      1474,         731,         16,        225,          225,         369,     2849,       1591,        15
   226,         12733,           12515,            180,      1494,         724,         38,        226,          226,         834,     2863,       1588,        17
   227,         12959,           12740,             71,      1500,         727,         16,        227,          227,         483,     2888,       1609,        16
   228,         13043,           12823,             73,      1507,         730,         17,        228,          228,        2994,     2897,       1600,        17
   229,         13080,           12859,             72,      1504,         730,         16,        229,          229,         416,     2909,       1616,        15
   230,         13137,           12915,             71,      1513,         751,         28,        230,          230,         465,     2923,       1622,        20
   231,         13248,           13025,             72,      1524,         759,         16,        231,          231,         413,     2952,       1636,        15
   232,         13415,           13191,             73,      1529,         766,         15,        232,          232,         434,     2966,       1648,        16
   233,         13554,           13329,             74,      1534,         763,         17,        233,          233,        3070,     2976,       1652,        15
   234,         13787,           13561,             75,      1546,         767,         15,        234,          234,         928,     2974,       1650,        15
   235,         13894,           13667,             76,      1559,         777,         17,        235,          235,         392,     3010,       1674,        16
   236,         13907,           13679,             76,      1565,         776,         16,        236,          236,         368,     3014,       1678,        15
   237,         14003,           13774,             76,      1584,         790,         14,        237,          237,         371,     3032,       1693,        18
   238,         14081,           13851,             77,      1590,         791,         20,        238,          238,        3385,     3057,       1692,        17
   239,         14098,           13867,             78,      1589,         790,         17,        239,          239,         820,     3059,       1692,        17
   240,         14201,           13969,             77,      1596,         797,         17,        240,          240,         597,     3073,       1708,        16
   241,         14331,           14098,             78,      1604,         802,         15,        241,          241,         484,     3099,       1721,        16
   242,         14454,           14220,             78,      1615,         800,         16,        242,          242,        2688,     3123,       1733,        17
   243,         14456,           14221,            101,      1625,         794,         17,        243,          243,         701,     3122,       1736,        17
   244,         14502,           14266,             88,      1637,         800,         18,        244,          244,         415,     3143,       1743,        17
   245,         14653,           14416,             82,      1636,         796,         17,        245,          245,         405,     3146,       1753,        18
   246,         14815,           14577,             83,      1645,         797,         17,        246,          246,         465,     3162,       1754,        15
   247,         15032,           14793,             85,      1650,         812,        162,        247,          247,         448,     3190,       1774,        17
   248,         15107,           14867,             82,      1661,         820,         18,        248,          248,        3455,     3199,       1778,        19
   249,         15273,           15032,             89,      1679,         830,         38,        249,          249,        1280,     3201,       1775,        17
   250,         15424,           15182,             87,      1690,         842,         20,        250,          250,        2611,     3227,       1787,        17
   251,         15600,           15357,             85,      1695,         833,         18,        251,          251,         866,     3247,       1800,        17
   252,         15763,           15519,             86,      1702,         839,         16,        252,          252,         484,     3255,       1798,        16
   253,         15847,           15602,             86,      1701,         834,         15,        253,          253,         454,     3278,       1823,        18
   254,         15972,           15726,             86,      1716,         841,         18,        254,          254,         432,     3297,       1823,        19
   255,         16014,           15767,             87,      1723,         847,         17,        255,          255,         495,     3313,       1824,        21
   256,         16155,           15907,            105,      1730,         854,         20,        256,          256,        3844,     3333,       1846,        38
   257,         16314,           16065,             89,      1727,         838,         19,        257,          257,         565,     3335,       1850,        15
   258,         16322,           16072,            117,      1734,         840,         20,        258,          258,         472,     3357,       1851,        18
   259,         16367,           16116,             89,      1754,         849,         19,        259,          259,        2611,     3366,       1859,        17
   260,         16554,           16302,            111,      1768,         853,         30,        260,          260,         805,     3394,       1875,        16
   261,         16663,           16410,             97,      1777,         862,         17,        261,          261,         515,     3420,       1891,        18
   262,         16901,           16647,             91,      1785,         872,         16,        262,          262,         622,     3428,       1892,        19
   263,         17051,           16796,             97,      1798,         889,         20,        263,          263,         495,     3445,       1911,        17
   264,         17198,           16942,             94,      1805,         891,         15,        264,          264,        3174,     3452,       1907,        20
   265,         17409,           17152,            110,      1807,         892,         15,        265,          265,        1177,     3467,       1913,        16
   266,         17632,           17374,             95,      1811,         883,         18,        266,          266,         499,     3483,       1919,        18
   267,         17717,           17458,             96,      1820,         893,         18,        267,          267,         472,     3513,       1941,        17
   268,         17734,           17474,             96,      1828,         895,         16,        268,          268,        2797,     3527,       1959,        49
   269,         17973,           17712,             97,      1827,         910,         16,        269,          269,         873,     3538,       1963,        17
   270,         18026,           17764,             98,      1836,         917,         17,        270,          270,         468,     3559,       1969,        19
   271,         18118,           17855,             98,      1856,         908,         20,        271,          271,         512,     3580,       1984,        17
   272,         18340,           18076,             99,      1866,         915,         19,        272,          272,         466,     3575,       1989,        18
   273,         18417,           18152,            100,      1863,         885,         17,        273,          273,        3599,     3597,       1993,        19
   274,         18548,           18282,            101,      1877,         908,         21,        274,          274,         663,     3617,       1999,        22
   275,         18815,           18548,             93,      1881,         897,         21,        275,          275,         884,     3635,       2005,        35
